	ligand	receptor	annotation	pathway
IL1A|IL1R2	IL1A	IL1R2	Secreted	IL1
IL1A|IL1RAP_IL1R1	IL1A	IL1RAP_IL1R1	Secreted	IL1
IL1B|IL1R2	IL1B	IL1R2	Secreted	IL1
IL1B|IL1RAP_IL1R1	IL1B	IL1RAP_IL1R1	Secreted	IL1
IL1F10|IL1RAP_IL1RL2	IL1F10	IL1RAP_IL1RL2	Secreted	IL1
IL2|IL20RA_IL20RB_IL2RG	IL2	IL20RA_IL20RB_IL2RG	Secreted	IL2
IL2|IL2RB_IL2RG	IL2	IL2RB_IL2RG	Secreted	IL2
IL20|IL20RA_IL20RB	IL20	IL20RA_IL20RB	Secreted	IL10
IL20|IL20RB_IL22RA1	IL20	IL20RB_IL22RA1	Secreted	IL10
IL21|IL2RG_IL21R	IL21	IL2RG_IL21R	Secreted	IL2
IL22|IL10RB_IL22RA1	IL22	IL10RB_IL22RA1	Secreted	IL10
IL24|IL20RA_IL20RB	IL24	IL20RA_IL20RB	Secreted	IL10
IL24|IL20RB_IL22RA1	IL24	IL20RB_IL22RA1	Secreted	IL10
IL25|IL17RA_IL17RB	IL25	IL17RA_IL17RB	Secreted	IL17
IL26|IL10RB_IL20RA	IL26	IL10RB_IL20RA	Secreted	IL10
IL27_EBI3|IL27RA_IL6ST	IL27_EBI3	IL27RA_IL6ST	Secreted	IL12
IL3|IL3RA_CSF2RB	IL3	IL3RA_CSF2RB	Secreted	IL4
IL31|IL31RA_OSMR	IL31	IL31RA_OSMR	Secreted	IL6
IL33|IL1RAP_IL1RL1	IL33	IL1RAP_IL1RL1	Secreted	IL1
IL34|CSF1R	IL34	CSF1R	Secreted	CSF
IL36A|IL1RAP_IL1RL2	IL36A	IL1RAP_IL1RL2	Secreted	IL1
IL36B|IL1RAP_IL1RL2	IL36B	IL1RAP_IL1RL2	Secreted	IL1
IL36G|IL1RAP_IL1RL2	IL36G	IL1RAP_IL1RL2	Secreted	IL1
IL37|IL18RAP_IL18R1	IL37	IL18RAP_IL18R1	Secreted	IL1
IL4|IL13RA1_IL4R	IL4	IL13RA1_IL4R	Secreted	IL4
IL4|IL13RA2_IL4R	IL4	IL13RA2_IL4R	Secreted	IL4
IL4|IL2RG_IL4R	IL4	IL2RG_IL4R	Secreted	IL2
IL4|IL4R	IL4	IL4R	Secreted	IL4
IL5|CSF2RB_IL5RA	IL5	CSF2RB_IL5RA	Secreted	IL4
IL6|IL6ST_IL6R	IL6	IL6ST_IL6R	Secreted	IL6
IL7|IL2RG_IL7R	IL7	IL2RG_IL7R	Secreted	IL2
IL9|IL2RG_IL9R	IL9	IL2RG_IL9R	Secreted	IL2
INHA_INHBB|ACVR2B	INHA_INHBB	ACVR2B	Secreted	ACTIVIN
INHBA|ACVR1B_ACVR2A	INHBA	ACVR1B_ACVR2A	Secreted	ACTIVIN
INHBA|ACVR1B_ACVR2B	INHBA	ACVR1B_ACVR2B	Secreted	ACTIVIN
INHBA_INHA|ACVR2A	INHBA_INHA	ACVR2A	Secreted	ACTIVIN
INHBA_INHBB|ACVR1B_ACVR2A	INHBA_INHBB	ACVR1B_ACVR2A	Secreted	ACTIVIN
INHBA_INHBB|ACVR1B_ACVR2B	INHBA_INHBB	ACVR1B_ACVR2B	Secreted	ACTIVIN
INHBA_INHBB|ACVR1C_ACVR2A	INHBA_INHBB	ACVR1C_ACVR2A	Secreted	ACTIVIN
INHBA_INHBB|ACVR1C_ACVR2B	INHBA_INHBB	ACVR1C_ACVR2B	Secreted	ACTIVIN
INHBB|ACVR1B_ACVR2A	INHBB	ACVR1B_ACVR2A	Secreted	ACTIVIN
INHBB|ACVR1B_ACVR2B	INHBB	ACVR1B_ACVR2B	Secreted	ACTIVIN
INHBB|ACVR1C_ACVR2A	INHBB	ACVR1C_ACVR2A	Secreted	ACTIVIN
INHBB|ACVR1C_ACVR2B	INHBB	ACVR1C_ACVR2B	Secreted	ACTIVIN
INHBC|ACVR1B_ACVR2A	INHBC	ACVR1B_ACVR2A	Secreted	ACTIVIN
INHBC|ACVR1B_ACVR2B	INHBC	ACVR1B_ACVR2B	Secreted	ACTIVIN
INHBC|ACVR1C_ACVR2A	INHBC	ACVR1C_ACVR2A	Secreted	ACTIVIN
INHBC|ACVR1C_ACVR2B	INHBC	ACVR1C_ACVR2B	Secreted	ACTIVIN
INHBE|ACVR1B_ACVR2A	INHBE	ACVR1B_ACVR2A	Secreted	ACTIVIN
INHBE|ACVR1B_ACVR2B	INHBE	ACVR1B_ACVR2B	Secreted	ACTIVIN
INHBE|ACVR1C_ACVR2A	INHBE	ACVR1C_ACVR2A	Secreted	ACTIVIN
INHBE|ACVR1C_ACVR2B	INHBE	ACVR1C_ACVR2B	Secreted	ACTIVIN
INS|INSR	INS	INSR	Secreted	INSULIN
INSL3|RXFP1	INSL3	RXFP1	Secreted	RLN
INSL3|RXFP2	INSL3	RXFP2	Secreted	RLN
INSL3|RXFP3	INSL3	RXFP3	Secreted	RLN
INSL3|RXFP4	INSL3	RXFP4	Secreted	RLN
INSL5|RXFP1	INSL5	RXFP1	Secreted	RLN
INSL5|RXFP2	INSL5	RXFP2	Secreted	RLN
INSL5|RXFP3	INSL5	RXFP3	Secreted	RLN
INSL5|RXFP4	INSL5	RXFP4	Secreted	RLN
ITGA4_ITGB1|VCAM1	ITGA4_ITGB1	VCAM1	Cell-Cell Contact	VCAM
ITGA4_ITGB7|VCAM1	ITGA4_ITGB7	VCAM1	Cell-Cell Contact	VCAM
ITGA9_ITGB1|VCAM1	ITGA9_ITGB1	VCAM1	Cell-Cell Contact	VCAM
ITGAV_ITGB1|ADGRE2	ITGAV_ITGB1	ADGRE2	Cell-Cell Contact	ADGRE
ITGAV_ITGB1|ADGRE5	ITGAV_ITGB1	ADGRE5	Cell-Cell Contact	ADGRE
ITGAV_ITGB5|ADGRB1	ITGAV_ITGB5	ADGRB1	Cell-Cell Contact	ADGRB
ITGB2|CD226	ITGB2	CD226	Cell-Cell Contact	ITGB2
ITGB2|ICAM1	ITGB2	ICAM1	Cell-Cell Contact	ITGB2
ITGB2|ICAM2	ITGB2	ICAM2	Cell-Cell Contact	ITGB2
JAG1|NOTCH1	JAG1	NOTCH1	Cell-Cell Contact	NOTCH
JAG1|NOTCH2	JAG1	NOTCH2	Cell-Cell Contact	NOTCH
JAG1|NOTCH3	JAG1	NOTCH3	Cell-Cell Contact	NOTCH
JAG1|NOTCH4	JAG1	NOTCH4	Cell-Cell Contact	NOTCH
JAG2|NOTCH1	JAG2	NOTCH1	Cell-Cell Contact	NOTCH
JAG2|NOTCH2	JAG2	NOTCH2	Cell-Cell Contact	NOTCH
JAG2|NOTCH3	JAG2	NOTCH3	Cell-Cell Contact	NOTCH
JAG2|NOTCH4	JAG2	NOTCH4	Cell-Cell Contact	NOTCH
JAM2|F11R	JAM2	F11R	Cell-Cell Contact	JAM
JAM2|ITGA3_ITGB1	JAM2	ITGA3_ITGB1	Cell-Cell Contact	JAM
JAM2|ITGAV_ITGB1	JAM2	ITGAV_ITGB1	Cell-Cell Contact	JAM
JAM2|JAM2	JAM2	JAM2	Cell-Cell Contact	JAM
JAM2|JAM3	JAM2	JAM3	Cell-Cell Contact	JAM
JAM3|F11R	JAM3	F11R	Cell-Cell Contact	JAM
JAM3|ITGAM_ITGB2	JAM3	ITGAM_ITGB2	Cell-Cell Contact	JAM
JAM3|JAM2	JAM3	JAM2	Cell-Cell Contact	JAM
JAM3|JAM3	JAM3	JAM3	Cell-Cell Contact	JAM
KISS1|KISS1R	KISS1	KISS1R	Secreted	KISS1
KITLG|KIT	KITLG	KIT	Secreted	KIT
KLK1|F2R	KLK1	F2R	Secreted	KLK
KLK14|F2R	KLK14	F2R	Secreted	KLK
KLK14|F2RL1	KLK14	F2RL1	Secreted	KLK
KLK2|F2R	KLK2	F2R	Secreted	KLK
KLK2|F2RL1	KLK2	F2RL1	Secreted	KLK
KLK3|NGFR	KLK3	NGFR	Secreted	NGF
KLK3|NTRK1	KLK3	NTRK1	Secreted	NT
KLK4|F2R	KLK4	F2R	Secreted	KLK
KLK4|F2RL1	KLK4	F2RL1	Secreted	KLK
KLK5|F2RL1	KLK5	F2RL1	Secreted	KLK
KLK6|F2R	KLK6	F2R	Secreted	KLK
KLK6|F2RL1	KLK6	F2RL1	Secreted	KLK
KLK7|F2RL1	KLK7	F2RL1	Secreted	KLK
KLK8|F2R	KLK8	F2R	Secreted	KLK
KNG1|BDKRB1	KNG1	BDKRB1	Secreted	BRADYKININ
KNG1|BDKRB2	KNG1	BDKRB2	Secreted	BRADYKININ
L1CAM|ITGA4_ITGB7	L1CAM	ITGA4_ITGB7	Cell-Cell Contact	L1CAM
L1CAM|L1CAM	L1CAM	L1CAM	Cell-Cell Contact	L1CAM
LAIR1|LILRB4	LAIR1	LILRB4	Cell-Cell Contact	LAIR1
LAMA1|CD44	LAMA1	CD44	ECM-Receptor	LAMININ
LAMA1|ITGA2_ITGB1	LAMA1	ITGA2_ITGB1	ECM-Receptor	LAMININ
LAMA1|ITGA3_ITGB1	LAMA1	ITGA3_ITGB1	ECM-Receptor	LAMININ
LAMA1|ITGA6_ITGB1	LAMA1	ITGA6_ITGB1	ECM-Receptor	LAMININ
LAMA1|ITGA6_ITGB4	LAMA1	ITGA6_ITGB4	ECM-Receptor	LAMININ
LAMA1|ITGA7_ITGB1	LAMA1	ITGA7_ITGB1	ECM-Receptor	LAMININ
LAMA1|ITGA9_ITGB1	LAMA1	ITGA9_ITGB1	ECM-Receptor	LAMININ
LAMA1|ITGAV_ITGB8	LAMA1	ITGAV_ITGB8	ECM-Receptor	LAMININ
LAMA1|ITGB1_ITGA1	LAMA1	ITGB1_ITGA1	ECM-Receptor	LAMININ
LAMA2|ADGRG6	LAMA2	ADGRG6	Cell-Cell Contact	ADGRG
LAMA2|CD44	LAMA2	CD44	ECM-Receptor	LAMININ
LAMA2|ITGA2_ITGB1	LAMA2	ITGA2_ITGB1	ECM-Receptor	LAMININ
LAMA2|ITGA3_ITGB1	LAMA2	ITGA3_ITGB1	ECM-Receptor	LAMININ
LAMA2|ITGA6_ITGB1	LAMA2	ITGA6_ITGB1	ECM-Receptor	LAMININ
LAMA2|ITGA6_ITGB4	LAMA2	ITGA6_ITGB4	ECM-Receptor	LAMININ
LAMA2|ITGA7_ITGB1	LAMA2	ITGA7_ITGB1	ECM-Receptor	LAMININ
LAMA2|ITGA9_ITGB1	LAMA2	ITGA9_ITGB1	ECM-Receptor	LAMININ
LAMA2|ITGAV_ITGB8	LAMA2	ITGAV_ITGB8	ECM-Receptor	LAMININ
LAMA2|ITGB1_ITGA1	LAMA2	ITGB1_ITGA1	ECM-Receptor	LAMININ
LAMA3|CD44	LAMA3	CD44	ECM-Receptor	LAMININ
LAMA3|ITGA2_ITGB1	LAMA3	ITGA2_ITGB1	ECM-Receptor	LAMININ
LAMA3|ITGA3_ITGB1	LAMA3	ITGA3_ITGB1	ECM-Receptor	LAMININ
LAMA3|ITGA6_ITGB1	LAMA3	ITGA6_ITGB1	ECM-Receptor	LAMININ
LAMA3|ITGA6_ITGB4	LAMA3	ITGA6_ITGB4	ECM-Receptor	LAMININ
LAMA3|ITGA7_ITGB1	LAMA3	ITGA7_ITGB1	ECM-Receptor	LAMININ
LAMA3|ITGA9_ITGB1	LAMA3	ITGA9_ITGB1	ECM-Receptor	LAMININ
LAMA3|ITGAV_ITGB8	LAMA3	ITGAV_ITGB8	ECM-Receptor	LAMININ
LAMA3|ITGB1_ITGA1	LAMA3	ITGB1_ITGA1	ECM-Receptor	LAMININ
LAMA4|CD44	LAMA4	CD44	ECM-Receptor	LAMININ
LAMA4|ITGA2_ITGB1	LAMA4	ITGA2_ITGB1	ECM-Receptor	LAMININ
LAMA4|ITGA3_ITGB1	LAMA4	ITGA3_ITGB1	ECM-Receptor	LAMININ
LAMA4|ITGA6_ITGB1	LAMA4	ITGA6_ITGB1	ECM-Receptor	LAMININ
LAMA4|ITGA6_ITGB4	LAMA4	ITGA6_ITGB4	ECM-Receptor	LAMININ
LAMA4|ITGA7_ITGB1	LAMA4	ITGA7_ITGB1	ECM-Receptor	LAMININ
LAMA4|ITGA9_ITGB1	LAMA4	ITGA9_ITGB1	ECM-Receptor	LAMININ
LAMA4|ITGAV_ITGB8	LAMA4	ITGAV_ITGB8	ECM-Receptor	LAMININ
LAMA4|ITGB1_ITGA1	LAMA4	ITGB1_ITGA1	ECM-Receptor	LAMININ
LAMA5|CD44	LAMA5	CD44	ECM-Receptor	LAMININ
LAMA5|ITGA2_ITGB1	LAMA5	ITGA2_ITGB1	ECM-Receptor	LAMININ
LAMA5|ITGA3_ITGB1	LAMA5	ITGA3_ITGB1	ECM-Receptor	LAMININ
LAMA5|ITGA6_ITGB1	LAMA5	ITGA6_ITGB1	ECM-Receptor	LAMININ
LAMA5|ITGA6_ITGB4	LAMA5	ITGA6_ITGB4	ECM-Receptor	LAMININ
LAMA5|ITGA7_ITGB1	LAMA5	ITGA7_ITGB1	ECM-Receptor	LAMININ
LAMA5|ITGA9_ITGB1	LAMA5	ITGA9_ITGB1	ECM-Receptor	LAMININ
LAMA5|ITGAV_ITGB8	LAMA5	ITGAV_ITGB8	ECM-Receptor	LAMININ
LAMA5|ITGB1_ITGA1	LAMA5	ITGB1_ITGA1	ECM-Receptor	LAMININ
LAMB1|CD44	LAMB1	CD44	ECM-Receptor	LAMININ
LAMB1|ITGA2_ITGB1	LAMB1	ITGA2_ITGB1	ECM-Receptor	LAMININ
LAMB1|ITGA3_ITGB1	LAMB1	ITGA3_ITGB1	ECM-Receptor	LAMININ
LAMB1|ITGA6_ITGB1	LAMB1	ITGA6_ITGB1	ECM-Receptor	LAMININ
LAMB1|ITGA6_ITGB4	LAMB1	ITGA6_ITGB4	ECM-Receptor	LAMININ
LAMB1|ITGA7_ITGB1	LAMB1	ITGA7_ITGB1	ECM-Receptor	LAMININ
LAMB1|ITGA9_ITGB1	LAMB1	ITGA9_ITGB1	ECM-Receptor	LAMININ
LAMB1|ITGAV_ITGB8	LAMB1	ITGAV_ITGB8	ECM-Receptor	LAMININ
LAMB1|ITGB1_ITGA1	LAMB1	ITGB1_ITGA1	ECM-Receptor	LAMININ
LAMB2|CD44	LAMB2	CD44	ECM-Receptor	LAMININ
LAMB2|ITGA2_ITGB1	LAMB2	ITGA2_ITGB1	ECM-Receptor	LAMININ
LAMB2|ITGA3_ITGB1	LAMB2	ITGA3_ITGB1	ECM-Receptor	LAMININ
LAMB2|ITGA6_ITGB1	LAMB2	ITGA6_ITGB1	ECM-Receptor	LAMININ
LAMB2|ITGA6_ITGB4	LAMB2	ITGA6_ITGB4	ECM-Receptor	LAMININ
LAMB2|ITGA7_ITGB1	LAMB2	ITGA7_ITGB1	ECM-Receptor	LAMININ
LAMB2|ITGA9_ITGB1	LAMB2	ITGA9_ITGB1	ECM-Receptor	LAMININ
LAMB2|ITGAV_ITGB8	LAMB2	ITGAV_ITGB8	ECM-Receptor	LAMININ
LAMB2|ITGB1_ITGA1	LAMB2	ITGB1_ITGA1	ECM-Receptor	LAMININ
LAMB3|CD44	LAMB3	CD44	ECM-Receptor	LAMININ
LAMB3|ITGA2_ITGB1	LAMB3	ITGA2_ITGB1	ECM-Receptor	LAMININ
LAMB3|ITGA3_ITGB1	LAMB3	ITGA3_ITGB1	ECM-Receptor	LAMININ
LAMB3|ITGA6_ITGB1	LAMB3	ITGA6_ITGB1	ECM-Receptor	LAMININ
LAMB3|ITGA6_ITGB4	LAMB3	ITGA6_ITGB4	ECM-Receptor	LAMININ
LAMB3|ITGA7_ITGB1	LAMB3	ITGA7_ITGB1	ECM-Receptor	LAMININ
LAMB3|ITGA9_ITGB1	LAMB3	ITGA9_ITGB1	ECM-Receptor	LAMININ
LAMB3|ITGAV_ITGB8	LAMB3	ITGAV_ITGB8	ECM-Receptor	LAMININ
LAMB3|ITGB1_ITGA1	LAMB3	ITGB1_ITGA1	ECM-Receptor	LAMININ
LAMC1|CD44	LAMC1	CD44	ECM-Receptor	LAMININ
LAMC1|ITGA2_ITGB1	LAMC1	ITGA2_ITGB1	ECM-Receptor	LAMININ
LAMC1|ITGA3_ITGB1	LAMC1	ITGA3_ITGB1	ECM-Receptor	LAMININ
LAMC1|ITGA6_ITGB1	LAMC1	ITGA6_ITGB1	ECM-Receptor	LAMININ
LAMC1|ITGA6_ITGB4	LAMC1	ITGA6_ITGB4	ECM-Receptor	LAMININ
LAMC1|ITGA7_ITGB1	LAMC1	ITGA7_ITGB1	ECM-Receptor	LAMININ
LAMC1|ITGA9_ITGB1	LAMC1	ITGA9_ITGB1	ECM-Receptor	LAMININ
LAMC1|ITGAV_ITGB8	LAMC1	ITGAV_ITGB8	ECM-Receptor	LAMININ
LAMC1|ITGB1_ITGA1	LAMC1	ITGB1_ITGA1	ECM-Receptor	LAMININ
LAMC2|CD44	LAMC2	CD44	ECM-Receptor	LAMININ
LAMC2|ITGA2_ITGB1	LAMC2	ITGA2_ITGB1	ECM-Receptor	LAMININ
LAMC2|ITGA3_ITGB1	LAMC2	ITGA3_ITGB1	ECM-Receptor	LAMININ
LAMC2|ITGA6_ITGB1	LAMC2	ITGA6_ITGB1	ECM-Receptor	LAMININ
LAMC2|ITGA6_ITGB4	LAMC2	ITGA6_ITGB4	ECM-Receptor	LAMININ
LAMC2|ITGA7_ITGB1	LAMC2	ITGA7_ITGB1	ECM-Receptor	LAMININ
LAMC2|ITGA9_ITGB1	LAMC2	ITGA9_ITGB1	ECM-Receptor	LAMININ
LAMC2|ITGAV_ITGB8	LAMC2	ITGAV_ITGB8	ECM-Receptor	LAMININ
LAMC2|ITGB1_ITGA1	LAMC2	ITGB1_ITGA1	ECM-Receptor	LAMININ
LAMC3|CD44	LAMC3	CD44	ECM-Receptor	LAMININ
LAMC3|ITGA2_ITGB1	LAMC3	ITGA2_ITGB1	ECM-Receptor	LAMININ
LAMC3|ITGA3_ITGB1	LAMC3	ITGA3_ITGB1	ECM-Receptor	LAMININ
LAMC3|ITGA6_ITGB1	LAMC3	ITGA6_ITGB1	ECM-Receptor	LAMININ
LAMC3|ITGA6_ITGB4	LAMC3	ITGA6_ITGB4	ECM-Receptor	LAMININ
LAMC3|ITGA7_ITGB1	LAMC3	ITGA7_ITGB1	ECM-Receptor	LAMININ
LAMC3|ITGA9_ITGB1	LAMC3	ITGA9_ITGB1	ECM-Receptor	LAMININ
LAMC3|ITGAV_ITGB8	LAMC3	ITGAV_ITGB8	ECM-Receptor	LAMININ
LAMC3|ITGB1_ITGA1	LAMC3	ITGB1_ITGA1	ECM-Receptor	LAMININ
LCK|CD8B_CD8A	LCK	CD8B_CD8A	Cell-Cell Contact	LCK
LEP|LEPR	LEP	LEPR	Secreted	LEP
LGALS9|CD22_BCR_PTPRC	LGALS9	CD22_BCR_PTPRC	Secreted	GALECTIN
LGALS9|CD44	LGALS9	CD44	Secreted	GALECTIN
LGALS9|HAVCR2	LGALS9	HAVCR2	Secreted	GALECTIN
LGALS9|P4HB	LGALS9	P4HB	Secreted	GALECTIN
LGALS9|PTPRC	LGALS9	PTPRC	Secreted	GALECTIN
LHB|LHCGR	LHB	LHCGR	Secreted	LHB
LIF|IL6ST_LIFR	LIF	IL6ST_LIFR	Secreted	LIFR
LIPA|RORA	LIPA	RORA	Non-protein Signaling	Cholesterol
LIPA|RORC	LIPA	RORC	Non-protein Signaling	Cholesterol
LPAR2|ADGRE5	LPAR2	ADGRE5	Cell-Cell Contact	ADGRE
LPAR3|ADGRE5	LPAR3	ADGRE5	Cell-Cell Contact	ADGRE
LRFN4|PTPRD	LRFN4	PTPRD	Cell-Cell Contact	PTPR
LRFN4|PTPRF	LRFN4	PTPRF	Cell-Cell Contact	PTPR
LRFN4|PTPRS	LRFN4	PTPRS	Cell-Cell Contact	PTPR
LRFN5|PTPRD	LRFN5	PTPRD	Cell-Cell Contact	PTPR
LRFN5|PTPRF	LRFN5	PTPRF	Cell-Cell Contact	PTPR
LRFN5|PTPRS	LRFN5	PTPRS	Cell-Cell Contact	PTPR
LRRC4|NTNG2	LRRC4	NTNG2	Cell-Cell Contact	NGL
LRRC4B|PTPRD	LRRC4B	PTPRD	Cell-Cell Contact	PTPR
LRRC4B|PTPRF	LRRC4B	PTPRF	Cell-Cell Contact	NGL
LRRC4B|PTPRS	LRRC4B	PTPRS	Cell-Cell Contact	PTPR
LRRC4C|NTNG1	LRRC4C	NTNG1	Cell-Cell Contact	NGL
LRRC4C|PTPRF	LRRC4C	PTPRF	Cell-Cell Contact	PTPR
LTA|TNFRSF14	LTA	TNFRSF14	Secreted	LT
LTA|TNFRSF1A	LTA	TNFRSF1A	Secreted	LT
LTA|TNFRSF1B	LTA	TNFRSF1B	Secreted	LT
LTA4H|LTB4R	LTA4H	LTB4R	Non-protein Signaling	CysLTs
LTA4H|LTB4R2	LTA4H	LTB4R2	Non-protein Signaling	CysLTs
LTB_LTA|LTBR	LTB_LTA	LTBR	Secreted	LT
MADCAM1|ITGA4_ITGB7	MADCAM1	ITGA4_ITGB7	Cell-Cell Contact	MADCAM
MAG|MAG	MAG	MAG	Cell-Cell Contact	MAG
MDK|ALK	MDK	ALK	Secreted	MK
MDK|ITGA4_ITGB1	MDK	ITGA4_ITGB1	Secreted	MK
MDK|ITGA6_ITGB1	MDK	ITGA6_ITGB1	Secreted	MK
MDK|LRP1	MDK	LRP1	Secreted	MK
MDK|NCL	MDK	NCL	Secreted	MK
MDK|PTPRZ1	MDK	PTPRZ1	Secreted	MK
MDK|SDC1	MDK	SDC1	Secreted	MK
MDK|SDC2	MDK	SDC2	Secreted	MK
MDK|SDC4	MDK	SDC4	Secreted	MK
MICA|KLRK1_HCST	MICA	KLRK1_HCST	Cell-Cell Contact	MHC-I
MICB|KLRK1_HCST	MICB	KLRK1_HCST	Cell-Cell Contact	MHC-I
MIF|ACKR3	MIF	ACKR3	Secreted	MIF
MIF|CD44_CD74	MIF	CD44_CD74	Secreted	MIF
MIF|CD74_CXCR4	MIF	CD74_CXCR4	Secreted	MIF
MIF|CXCR2_CD74	MIF	CXCR2_CD74	Secreted	MIF
MPZ|MPZ	MPZ	MPZ	Cell-Cell Contact	MPZ
MPZ|MPZL1	MPZ	MPZL1	Cell-Cell Contact	MPZ
MPZL1|MPZL1	MPZL1	MPZL1	Cell-Cell Contact	MPZ
MSTN|ACVR1B_ACVR2A	MSTN	ACVR1B_ACVR2A	Secreted	MSTN
MSTN|ACVR1B_ACVR2B	MSTN	ACVR1B_ACVR2B	Secreted	MSTN
MSTN|ACVR2A_TGFBR1	MSTN	ACVR2A_TGFBR1	Secreted	MSTN
MSTN|ACVR2B_TGFBR1	MSTN	ACVR2B_TGFBR1	Secreted	MSTN
MT-RNR2|FPR2	MT-RNR2	FPR2	Secreted	ANNEXIN
MT-RNR2|FPR3	MT-RNR2	FPR3	Secreted	ANNEXIN
NAMPT|ITGA5_ITGB1	NAMPT	ITGA5_ITGB1	Secreted	VISFATIN
NCAM1|FGFR1	NCAM1	FGFR1	Cell-Cell Contact	NCAM
NCAM1|L1CAM	NCAM1	L1CAM	Cell-Cell Contact	NCAM
NCAM1|NCAM1	NCAM1	NCAM1	Cell-Cell Contact	NCAM
NCAM1|NCAM2	NCAM1	NCAM2	Cell-Cell Contact	NCAM
NCAM2|L1CAM	NCAM2	L1CAM	Cell-Cell Contact	NCAM
NECTIN1|CADM3	NECTIN1	CADM3	Cell-Cell Contact	NECTIN
NECTIN1|CD96	NECTIN1	CD96	Cell-Cell Contact	NECTIN
NECTIN1|NECTIN4	NECTIN1	NECTIN4	Cell-Cell Contact	NECTIN
NECTIN2|CD226	NECTIN2	CD226	Cell-Cell Contact	NECTIN
NECTIN2|TIGIT	NECTIN2	TIGIT	Cell-Cell Contact	NECTIN
NECTIN3|NECTIN1	NECTIN3	NECTIN1	Cell-Cell Contact	NECTIN
NECTIN3|NECTIN2	NECTIN3	NECTIN2	Cell-Cell Contact	NECTIN
NECTIN3|PVR	NECTIN3	PVR	Cell-Cell Contact	NECTIN
NECTIN3|TIGIT	NECTIN3	TIGIT	Cell-Cell Contact	NECTIN
NEGR1|NEGR1	NEGR1	NEGR1	Cell-Cell Contact	NEGR
NFASC|CNTN1_CNTNAP1	NFASC	CNTN1_CNTNAP1	Cell-Cell Contact	CNTN
NGF|NGFR	NGF	NGFR	Secreted	NGF
NGF|NTRK1	NGF	NTRK1	Secreted	NT
NMB|NMBR	NMB	NMBR	Secreted	GPR
NMS|NMUR1	NMS	NMUR1	Secreted	NMU
NMS|NMUR2	NMS	NMUR2	Secreted	NMU
NMU|NMUR1	NMU	NMUR1	Secreted	NMU
NMU|NMUR2	NMU	NMUR2	Secreted	NMU
NODAL|ACVR1B_ACVR2A_CFC1	NODAL	ACVR1B_ACVR2A_CFC1	Secreted	NODAL
NODAL|ACVR1B_ACVR2B_CFC1	NODAL	ACVR1B_ACVR2B_CFC1	Secreted	NODAL
NODAL|ACVR1C_ACVR2A_CFC1	NODAL	ACVR1C_ACVR2A_CFC1	Secreted	NODAL
NODAL|ACVR1C_ACVR2B_CFC1	NODAL	ACVR1C_ACVR2B_CFC1	Secreted	NODAL
NPB|NPBWR1	NPB	NPBWR1	Secreted	NPW-B
NPFF|NPFFR1	NPFF	NPFFR1	Secreted	NPFF
NPFF|NPFFR2	NPFF	NPFFR2	Secreted	NPFF
NPPA|NPR1	NPPA	NPR1	Secreted	NPR1
NPPB|NPR1	NPPB	NPR1	Secreted	NPR1
NPPC|NPR2	NPPC	NPR2	Secreted	NPR2
NPS|NPSR1	NPS	NPSR1	Secreted	NPS
NPVF|NPFFR1	NPVF	NPFFR1	Secreted	NPVF
NPVF|NPFFR2	NPVF	NPFFR2	Secreted	NPVF
NPW|NPBWR1	NPW	NPBWR1	Secreted	NPW-B
NPY|GPR83	NPY	GPR83	Secreted	NPY
NPY|NPY1R	NPY	NPY1R	Secreted	NPY
NPY|NPY2R	NPY	NPY2R	Secreted	NPY
NPY|NPY4R	NPY	NPY4R	Secreted	NPY
NPY|NPY5R	NPY	NPY5R	Secreted	NPY
NPY|NPY6R	NPY	NPY6R	Secreted	NPY
NRG2|ERBB3	NRG2	ERBB3	Secreted	NRG
NRTN|GFRA2_RET	NRTN	GFRA2_RET	Secreted	GDNF
NTF3|NGFR	NTF3	NGFR	Secreted	NT
NTF3|NTRK1	NTF3	NTRK1	Secreted	NT
NTF3|NTRK2	NTF3	NTRK2	Secreted	NT
NTF3|NTRK3	NTF3	NTRK3	Secreted	NT
NTF4|NGFR	NTF4	NGFR	Secreted	NT
NTF4|NTRK2	NTF4	NTRK2	Secreted	NT
NTN1|DCC	NTN1	DCC	Cell-Cell Contact	Netrin
NTN1|DSCAM	NTN1	DSCAM	Cell-Cell Contact	Netrin
NTN1|UNC5A	NTN1	UNC5A	Cell-Cell Contact	Netrin
NTN1|UNC5B	NTN1	UNC5B	Cell-Cell Contact	Netrin
NTN1|UNC5C	NTN1	UNC5C	Cell-Cell Contact	Netrin
NTN4|NTRK2	NTN4	NTRK2	Cell-Cell Contact	Netrin
NTN4|UNC5B	NTN4	UNC5B	Cell-Cell Contact	Netrin
NTN4|UNC5D	NTN4	UNC5D	Cell-Cell Contact	Netrin
NTS|NTSR1	NTS	NTSR1	Secreted	NTS
NTS|NTSR2	NTS	NTSR2	Secreted	NTS
NTS|SORT1	NTS	SORT1	Secreted	NTS
OCLN|OCLN	OCLN	OCLN	Cell-Cell Contact	OCLN
OSM|IL6ST_LIFR	OSM	IL6ST_LIFR	Secreted	OSM
OSM|IL6ST_OSMR	OSM	IL6ST_OSMR	Secreted	OSM
OSTN|NPR3	OSTN	NPR3	Secreted	OSTN
OXT|OXTR	OXT	OXTR	Secreted	OXT
